kernel,compressor,file,result,bytes,execution_time_ms,compression_ratio
decompression,Bitcomp,Telco-RECHRG_TOTAL_LOAD_P2,1,512000000,8.877184,4.94111
decompression,BitcompSparse,Telco-RECHRG_TOTAL_LOAD_P2,1,512000000,8.465824,4.813243
decompression,LZ4,Telco-RECHRG_TOTAL_LOAD_P2,1,512000000,8.379744,6.200645
decompression,zstd,Telco-RECHRG_TOTAL_LOAD_P2,1,512000000,20.779743,10.360305
decompression,Deflate,Telco-RECHRG_TOTAL_LOAD_P2,1,512000000,68.974815,4.836367
decompression,GDeflate,Telco-RECHRG_TOTAL_LOAD_P2,1,512000000,17.702944,4.765295
decompression,Snappy,Telco-RECHRG_TOTAL_LOAD_P2,1,512000000,11.725248,5.612308
decompression,ALP,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,0,512000000,1.7264,3.593552
decompression,GALP,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,0,512000000,1.308928,3.402504
decompression,Bitcomp,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,1,512000000,9.2856,3.791556
decompression,BitcompSparse,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,1,512000000,8.388672,3.274642
decompression,LZ4,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,1,512000000,7.312384,4.976034
decompression,zstd,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,1,512000000,25.097857,7.192866
decompression,Deflate,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,1,512000000,69.091072,2.933231
decompression,GDeflate,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,1,512000000,17.655169,2.906965
decompression,Snappy,CMSprovider-AVERAGE_MEDICARE_ALLOWED_AMT,1,512000000,10.222368,4.817639
decompression,ALP,Physicians-line_srvc_cnt,0,512000000,1.231392,8.532087
decompression,GALP,Physicians-line_srvc_cnt,0,512000000,1.04768,7.528441
decompression,Bitcomp,Physicians-line_srvc_cnt,1,512000000,9.246208,3.302165
decompression,BitcompSparse,Physicians-line_srvc_cnt,1,512000000,8.455712,3.304149
decompression,LZ4,Physicians-line_srvc_cnt,1,512000000,9.994368,4.36244
decompression,zstd,Physicians-line_srvc_cnt,1,512000000,25.789984,7.867104
decompression,Deflate,Physicians-line_srvc_cnt,1,512000000,68.378944,4.321928
decompression,GDeflate,Physicians-line_srvc_cnt,1,512000000,17.468737,4.265215
decompression,Snappy,Physicians-line_srvc_cnt,1,512000000,13.223392,4.667782
decompression,ALP,Telco-ONNET_MINS_P1,0,512000000,1.426368,5.401012
decompression,GALP,Telco-ONNET_MINS_P1,0,512000000,1.127872,4.980688
decompression,Bitcomp,Telco-ONNET_MINS_P1,1,512000000,8.674464,4.279212
decompression,BitcompSparse,Telco-ONNET_MINS_P1,1,512000000,8.31424,4.213522
decompression,LZ4,Telco-ONNET_MINS_P1,1,512000000,8.369472,4.471237
decompression,zstd,Telco-ONNET_MINS_P1,1,512000000,22.951904,6.250555
decompression,Deflate,Telco-ONNET_MINS_P1,1,512000000,69.624031,3.578456
decompression,GDeflate,Telco-ONNET_MINS_P1,1,512000000,17.765793,3.539312
decompression,Snappy,Telco-ONNET_MINS_P1,1,512000000,9.427392,4.236544
decompression,ALP,Telco-TOTAL_MINS_P3,0,512000000,1.352288,6.391905
decompression,GALP,Telco-TOTAL_MINS_P3,0,512000000,1.115424,5.811491
decompression,Bitcomp,Telco-TOTAL_MINS_P3,1,512000000,8.741216,4.92684
decompression,BitcompSparse,Telco-TOTAL_MINS_P3,1,512000000,8.624448,4.914658
decompression,LZ4,Telco-TOTAL_MINS_P3,1,512000000,8.003968,4.960184
decompression,zstd,Telco-TOTAL_MINS_P3,1,512000000,23.53216,7.59336
decompression,Deflate,Telco-TOTAL_MINS_P3,1,512000000,69.944733,4.019897
decompression,GDeflate,Telco-TOTAL_MINS_P3,1,512000000,17.717632,3.970584
decompression,Snappy,Telco-TOTAL_MINS_P3,1,512000000,8.94752,4.896347
decompression,ALP,Telco-TOTAL_OUTGOING_MIN_P1,0,512000000,1.424928,4.840597
decompression,GALP,Telco-TOTAL_OUTGOING_MIN_P1,0,512000000,1.14576,4.500225
decompression,Bitcomp,Telco-TOTAL_OUTGOING_MIN_P1,1,512000000,8.908736,3.875781
decompression,BitcompSparse,Telco-TOTAL_OUTGOING_MIN_P1,1,512000000,8.645184,3.799601
decompression,LZ4,Telco-TOTAL_OUTGOING_MIN_P1,1,512000000,7.502048,4.025205
decompression,zstd,Telco-TOTAL_OUTGOING_MIN_P1,1,512000000,22.190271,5.086579
decompression,Deflate,Telco-TOTAL_OUTGOING_MIN_P1,1,512000000,69.208191,3.292802
decompression,GDeflate,Telco-TOTAL_OUTGOING_MIN_P1,1,512000000,17.889536,3.259628
decompression,Snappy,Telco-TOTAL_OUTGOING_MIN_P1,1,512000000,7.590336,3.669388
decompression,ALP,Telco-TOTAL_OUTGOING_REV_P1,0,512000000,1.46064,4.196543
decompression,GALP,Telco-TOTAL_OUTGOING_REV_P1,0,512000000,1.183744,3.938304
decompression,Bitcomp,Telco-TOTAL_OUTGOING_REV_P1,1,512000000,8.807072,3.772757
decompression,BitcompSparse,Telco-TOTAL_OUTGOING_REV_P1,1,512000000,8.328384,3.723262
decompression,LZ4,Telco-TOTAL_OUTGOING_REV_P1,1,512000000,7.786048,3.856527
decompression,zstd,Telco-TOTAL_OUTGOING_REV_P1,1,512000000,23.862816,4.713712
decompression,Deflate,Telco-TOTAL_OUTGOING_REV_P1,1,512000000,69.363808,3.176819
decompression,GDeflate,Telco-TOTAL_OUTGOING_REV_P1,1,512000000,17.728928,3.145914
decompression,Snappy,Telco-TOTAL_OUTGOING_REV_P1,1,512000000,6.970912,3.496432
decompression,ALP,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,0,512000000,2.043776,6.067426
decompression,GALP,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,0,512000000,1.903872,5.542022
decompression,Bitcomp,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,1,512000000,9.516704,4.104114
decompression,BitcompSparse,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,1,512000000,8.49568,5.161073
decompression,LZ4,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,1,512000000,6.835488,5.768736
decompression,zstd,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,1,512000000,23.632799,8.016844
decompression,Deflate,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,1,512000000,67.705276,4.422294
decompression,GDeflate,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,1,512000000,17.153215,4.362856
decompression,Snappy,CMSprovider-STDEV_SUBMITTED_CHRG_AMT,1,512000000,9.965056,5.365647
decompression,ALP,Telco-TOTAL_INCOMING_MIN_P6,0,512000000,1.721952,3.264164
decompression,GALP,Telco-TOTAL_INCOMING_MIN_P6,0,512000000,1.484192,3.105763
decompression,Bitcomp,Telco-TOTAL_INCOMING_MIN_P6,1,512000000,8.710944,3.89606
decompression,BitcompSparse,Telco-TOTAL_INCOMING_MIN_P6,1,512000000,8.376736,3.829719
decompression,LZ4,Telco-TOTAL_INCOMING_MIN_P6,1,512000000,7.716832,3.926014
decompression,zstd,Telco-TOTAL_INCOMING_MIN_P6,1,512000000,23.760544,4.727299
decompression,Deflate,Telco-TOTAL_INCOMING_MIN_P6,1,512000000,69.400764,3.154675
decompression,GDeflate,Telco-TOTAL_INCOMING_MIN_P6,1,512000000,17.461376,3.1242
decompression,Snappy,Telco-TOTAL_INCOMING_MIN_P6,1,512000000,7.006208,3.627063
decompression,ALP,Telco-RECHRG_TOTAL_LOAD_P1,0,512000000,1.202464,8.818686
decompression,GALP,Telco-RECHRG_TOTAL_LOAD_P1,0,512000000,1.028992,7.750701
decompression,Bitcomp,Telco-RECHRG_TOTAL_LOAD_P1,1,512000000,8.884288,4.093601
decompression,BitcompSparse,Telco-RECHRG_TOTAL_LOAD_P1,1,512000000,8.449472,4.072447
decompression,LZ4,Telco-RECHRG_TOTAL_LOAD_P1,1,512000000,8.841312,5.005672
decompression,zstd,Telco-RECHRG_TOTAL_LOAD_P1,1,512000000,23.080608,8.829168
decompression,Deflate,Telco-RECHRG_TOTAL_LOAD_P1,1,512000000,69.109123,4.657409
decompression,GDeflate,Telco-RECHRG_TOTAL_LOAD_P1,1,512000000,15.778432,4.591445
decompression,Snappy,Telco-RECHRG_TOTAL_LOAD_P1,1,512000000,13.216128,5.004952
decompression,ALP,Telco-TOTAL_INCOMING_MIN_P1,0,512000000,1.76608,3.485893
decompression,GALP,Telco-TOTAL_INCOMING_MIN_P1,0,512000000,1.569376,3.305834
decompression,Bitcomp,Telco-TOTAL_INCOMING_MIN_P1,1,512000000,8.693536,3.907787
decompression,BitcompSparse,Telco-TOTAL_INCOMING_MIN_P1,1,512000000,8.554592,3.860427
decompression,LZ4,Telco-TOTAL_INCOMING_MIN_P1,1,512000000,7.424032,4.12987
decompression,zstd,Telco-TOTAL_INCOMING_MIN_P1,1,512000000,23.897087,5.095295
decompression,Deflate,Telco-TOTAL_INCOMING_MIN_P1,1,512000000,69.274368,3.305625
decompression,GDeflate,Telco-TOTAL_INCOMING_MIN_P1,1,512000000,17.871777,3.272187
decompression,Snappy,Telco-TOTAL_INCOMING_MIN_P1,1,512000000,7.962112,3.795222
decompression,ALP,Telco-RECHRG_TOTAL_LOAD_P3,0,512000000,1.184768,11.705536
decompression,GALP,Telco-RECHRG_TOTAL_LOAD_P3,0,512000000,1.024192,9.895634
decompression,Bitcomp,Telco-RECHRG_TOTAL_LOAD_P3,1,512000000,8.92128,5.58702
decompression,BitcompSparse,Telco-RECHRG_TOTAL_LOAD_P3,1,512000000,8.210368,5.887574
decompression,LZ4,Telco-RECHRG_TOTAL_LOAD_P3,1,512000000,9.26832,5.523887
decompression,zstd,Telco-RECHRG_TOTAL_LOAD_P3,1,512000000,22.411072,14.131587
decompression,Deflate,Telco-RECHRG_TOTAL_LOAD_P3,1,512000000,68.263649,5.63901
decompression,GDeflate,Telco-RECHRG_TOTAL_LOAD_P3,1,512000000,17.490496,5.542743
decompression,Snappy,Telco-RECHRG_TOTAL_LOAD_P3,1,512000000,10.27552,7.080039
decompression,ALP,CommonGovernment-nongsadollar,0,512000000,1.913504,3.404106
decompression,GALP,CommonGovernment-nongsadollar,0,512000000,1.551808,3.232189
decompression,Bitcomp,CommonGovernment-nongsadollar,1,512000000,8.860288,3.843817
decompression,BitcompSparse,CommonGovernment-nongsadollar,1,512000000,8.241568,3.832361
decompression,LZ4,CommonGovernment-nongsadollar,1,512000000,7.686592,3.993178
decompression,zstd,CommonGovernment-nongsadollar,1,512000000,24.054527,5.251739
decompression,Deflate,CommonGovernment-nongsadollar,1,512000000,68.782112,3.362527
decompression,GDeflate,CommonGovernment-nongsadollar,1,512000000,17.460257,3.32809
decompression,Snappy,CommonGovernment-nongsadollar,1,512000000,8.01152,3.851975
decompression,ALP,CommonGovernment-baseandalloptionsvalue,0,512000000,1.985568,2.878314
decompression,GALP,CommonGovernment-baseandalloptionsvalue,0,512000000,1.698912,2.754437
decompression,Bitcomp,CommonGovernment-baseandalloptionsvalue,1,512000000,8.842144,3.230572
decompression,BitcompSparse,CommonGovernment-baseandalloptionsvalue,1,512000000,8.245952,3.241279
decompression,LZ4,CommonGovernment-baseandalloptionsvalue,1,512000000,6.918848,3.595583
decompression,zstd,CommonGovernment-baseandalloptionsvalue,1,512000000,25.3536,4.456701
decompression,Deflate,CommonGovernment-baseandalloptionsvalue,1,512000000,69.31424,3.031061
decompression,GDeflate,CommonGovernment-baseandalloptionsvalue,1,512000000,17.656897,3.003049
decompression,Snappy,CommonGovernment-baseandalloptionsvalue,1,512000000,8.94976,3.353108
decompression,ALP,CityMaxCapita-LPF,0,512000000,1.219264,7.326129
decompression,GALP,CityMaxCapita-LPF,0,512000000,1.067232,6.573639
decompression,Bitcomp,CityMaxCapita-LPF,1,512000000,9.084032,4.827895
decompression,BitcompSparse,CityMaxCapita-LPF,1,512000000,8.302048,4.592646
decompression,LZ4,CityMaxCapita-LPF,1,512000000,8.076032,5.692065
decompression,zstd,CityMaxCapita-LPF,1,512000000,23.011328,8.784645
decompression,Deflate,CityMaxCapita-LPF,1,512000000,70.182304,3.778696
decompression,GDeflate,CityMaxCapita-LPF,1,512000000,17.83008,3.735058
decompression,Snappy,CityMaxCapita-LPF,1,512000000,10.873344,5.064226
decompression,ALP,Telco-RECHRG_TOTAL_LOAD_P4,0,512000000,1.171744,13.258706
decompression,GALP,Telco-RECHRG_TOTAL_LOAD_P4,0,512000000,1.014624,10.983321
decompression,Bitcomp,Telco-RECHRG_TOTAL_LOAD_P4,1,512000000,8.764896,6.788469
decompression,BitcompSparse,Telco-RECHRG_TOTAL_LOAD_P4,1,512000000,8.150688,6.615473
decompression,LZ4,Telco-RECHRG_TOTAL_LOAD_P4,1,512000000,7.966816,8.522972
decompression,zstd,Telco-RECHRG_TOTAL_LOAD_P4,1,512000000,19.187328,16.543314
decompression,Deflate,Telco-RECHRG_TOTAL_LOAD_P4,1,512000000,68.306145,5.663578
decompression,GDeflate,Telco-RECHRG_TOTAL_LOAD_P4,1,512000000,17.702881,5.566505
decompression,Snappy,Telco-RECHRG_TOTAL_LOAD_P4,1,512000000,9.244928,7.821031
decompression,ALP,Telco-TOTAL_MINS_P1,0,512000000,1.44624,5.154642
decompression,GALP,Telco-TOTAL_MINS_P1,0,512000000,1.136832,4.770426
decompression,Bitcomp,Telco-TOTAL_MINS_P1,1,512000000,8.767584,4.224782
decompression,BitcompSparse,Telco-TOTAL_MINS_P1,1,512000000,8.331392,4.141121
decompression,LZ4,Telco-TOTAL_MINS_P1,1,512000000,7.704256,4.22442
decompression,zstd,Telco-TOTAL_MINS_P1,1,512000000,21.95632,5.663174
decompression,Deflate,Telco-TOTAL_MINS_P1,1,512000000,69.189026,3.462033
decompression,GDeflate,Telco-TOTAL_MINS_P1,1,512000000,17.679712,3.42538
decompression,Snappy,Telco-TOTAL_MINS_P1,1,512000000,7.614784,4.003698
decompression,ALP,Telco-TOTAL_OUTGOING_MIN_P3,0,512000000,1.317568,6.352404
decompression,GALP,Telco-TOTAL_OUTGOING_MIN_P3,0,512000000,1.100896,5.77882
decompression,Bitcomp,Telco-TOTAL_OUTGOING_MIN_P3,1,512000000,8.839808,4.925203
decompression,BitcompSparse,Telco-TOTAL_OUTGOING_MIN_P3,1,512000000,8.458688,4.903872
decompression,LZ4,Telco-TOTAL_OUTGOING_MIN_P3,1,512000000,7.713632,4.900857
decompression,zstd,Telco-TOTAL_OUTGOING_MIN_P3,1,512000000,23.097504,7.385605
decompression,Deflate,Telco-TOTAL_OUTGOING_MIN_P3,1,512000000,69.82589,3.99303
decompression,GDeflate,Telco-TOTAL_OUTGOING_MIN_P3,1,512000000,17.830145,3.944349
decompression,Snappy,Telco-TOTAL_OUTGOING_MIN_P3,1,512000000,8.588,4.855219
decompression,ALP,PanCreactomy1-LINE_SRVC_CNT,0,512000000,1.197472,8.944044
decompression,GALP,PanCreactomy1-LINE_SRVC_CNT,0,512000000,1.030496,7.847369
decompression,Bitcomp,PanCreactomy1-LINE_SRVC_CNT,1,512000000,9.181056,3.304709
decompression,BitcompSparse,PanCreactomy1-LINE_SRVC_CNT,1,512000000,8.387168,3.308969
decompression,LZ4,PanCreactomy1-LINE_SRVC_CNT,1,512000000,9.915232,4.383613
decompression,zstd,PanCreactomy1-LINE_SRVC_CNT,1,512000000,25.491327,8.03636
decompression,Deflate,PanCreactomy1-LINE_SRVC_CNT,1,512000000,68.204605,4.365154
decompression,GDeflate,PanCreactomy1-LINE_SRVC_CNT,1,512000000,17.243423,4.307424
decompression,Snappy,PanCreactomy1-LINE_SRVC_CNT,1,512000000,12.83344,4.739031
decompression,ALP,CMSprovider-LINE_SRVC_CNT,0,512000000,1.215136,9.197452
decompression,GALP,CMSprovider-LINE_SRVC_CNT,0,512000000,1.044352,8.041768
decompression,Bitcomp,CMSprovider-LINE_SRVC_CNT,1,512000000,9.239744,3.307114
decompression,BitcompSparse,CMSprovider-LINE_SRVC_CNT,1,512000000,8.409952,3.317426
decompression,LZ4,CMSprovider-LINE_SRVC_CNT,1,512000000,10.023264,4.373352
decompression,zstd,CMSprovider-LINE_SRVC_CNT,1,512000000,24.561888,8.144393
decompression,Deflate,CMSprovider-LINE_SRVC_CNT,1,512000000,68.405472,4.369495
decompression,GDeflate,CMSprovider-LINE_SRVC_CNT,1,512000000,17.233761,4.311616
decompression,Snappy,CMSprovider-LINE_SRVC_CNT,1,512000000,12.704288,4.766189
decompression,ALP,Telco-CHRGD_REV_P1,0,512000000,1.281408,5.908584
decompression,GALP,Telco-CHRGD_REV_P1,0,512000000,1.105184,5.409198
decompression,Bitcomp,Telco-CHRGD_REV_P1,1,512000000,8.706496,4.270726
decompression,BitcompSparse,Telco-CHRGD_REV_P1,1,512000000,8.28784,4.201351
decompression,LZ4,Telco-CHRGD_REV_P1,1,512000000,7.450496,4.440453
decompression,zstd,Telco-CHRGD_REV_P1,1,512000000,22.30304,6.229939
decompression,Deflate,Telco-CHRGD_REV_P1,1,512000000,69.215012,3.653943
decompression,GDeflate,Telco-CHRGD_REV_P1,1,512000000,17.801409,3.613134
decompression,Snappy,Telco-CHRGD_REV_P1,1,512000000,9.457152,4.173035
decompression,ALP,Telco-ONNET_MINS_P3,0,512000000,1.315104,6.514666
decompression,GALP,Telco-ONNET_MINS_P3,0,512000000,1.097984,5.912793
decompression,Bitcomp,Telco-ONNET_MINS_P3,1,512000000,8.923712,5.017866
decompression,BitcompSparse,Telco-ONNET_MINS_P3,1,512000000,8.303968,5.107304
decompression,LZ4,Telco-ONNET_MINS_P3,1,512000000,7.790688,5.312834
decompression,zstd,Telco-ONNET_MINS_P3,1,512000000,23.844416,8.709523
decompression,Deflate,Telco-ONNET_MINS_P3,1,512000000,69.784607,4.235935
decompression,GDeflate,Telco-ONNET_MINS_P3,1,512000000,17.382689,4.181199
decompression,Snappy,Telco-ONNET_MINS_P3,1,512000000,10.388384,5.347264
decompression,ALP,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,0,512000000,1.899552,3.584565
decompression,GALP,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,0,512000000,1.651328,3.394446
decompression,Bitcomp,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,1,512000000,8.93968,3.355484
decompression,BitcompSparse,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,1,512000000,8.246208,3.277887
decompression,LZ4,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,1,512000000,7.83104,3.993187
decompression,zstd,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,1,512000000,25.920321,5.641759
decompression,Deflate,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,1,512000000,68.051552,3.381274
decompression,GDeflate,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,1,512000000,17.493919,3.346424
decompression,Snappy,CMSprovider-AVERAGE_SUBMITTED_CHRG_AMT,1,512000000,12.231104,3.818417
decompression,ALP,Telco-TOTAL_OUTGOING_MIN_P4,0,512000000,1.3864,7.077202
decompression,GALP,Telco-TOTAL_OUTGOING_MIN_P4,0,512000000,1.09312,6.372521
decompression,Bitcomp,Telco-TOTAL_OUTGOING_MIN_P4,1,512000000,8.692128,5.468331
decompression,BitcompSparse,Telco-TOTAL_OUTGOING_MIN_P4,1,512000000,8.05744,5.385801
decompression,LZ4,Telco-TOTAL_OUTGOING_MIN_P4,1,512000000,6.389792,5.132059
decompression,zstd,Telco-TOTAL_OUTGOING_MIN_P4,1,512000000,21.115583,7.845531
decompression,Deflate,Telco-TOTAL_OUTGOING_MIN_P4,1,512000000,69.676445,4.012454
decompression,GDeflate,Telco-TOTAL_OUTGOING_MIN_P4,1,512000000,17.769217,3.963297
decompression,Snappy,Telco-TOTAL_OUTGOING_MIN_P4,1,512000000,7.678944,5.095625
decompression,ALP,Telco-ONNET_MINS_P4,0,512000000,1.343808,7.451567
decompression,GALP,Telco-ONNET_MINS_P4,0,512000000,1.084576,6.674456
decompression,Bitcomp,Telco-ONNET_MINS_P4,1,512000000,8.78176,5.631163
decompression,BitcompSparse,Telco-ONNET_MINS_P4,1,512000000,8.200416,5.616744
decompression,LZ4,Telco-ONNET_MINS_P4,1,512000000,7.58976,5.505106
decompression,zstd,Telco-ONNET_MINS_P4,1,512000000,22.460064,9.292556
decompression,Deflate,Telco-ONNET_MINS_P4,1,512000000,69.615074,4.260962
decompression,GDeflate,Telco-ONNET_MINS_P4,1,512000000,17.319584,4.205584
decompression,Snappy,Telco-ONNET_MINS_P4,1,512000000,9.23968,5.634276
decompression,ALP,Telco-RECHRG_INC_MIN_USED_P2,0,512000000,1.71712,3.580858
decompression,GALP,Telco-RECHRG_INC_MIN_USED_P2,0,512000000,1.477568,3.391122
decompression,Bitcomp,Telco-RECHRG_INC_MIN_USED_P2,1,512000000,8.687904,3.889396
decompression,BitcompSparse,Telco-RECHRG_INC_MIN_USED_P2,1,512000000,8.378272,3.971461
decompression,LZ4,Telco-RECHRG_INC_MIN_USED_P2,1,512000000,7.256192,4.161785
decompression,zstd,Telco-RECHRG_INC_MIN_USED_P2,1,512000000,23.626881,5.13154
decompression,Deflate,Telco-RECHRG_INC_MIN_USED_P2,1,512000000,69.160034,3.310293
decompression,GDeflate,Telco-RECHRG_INC_MIN_USED_P2,1,512000000,17.467808,3.276765
decompression,Snappy,Telco-RECHRG_INC_MIN_USED_P2,1,512000000,7.604,3.85034
decompression,ALP,Telco-OFFNET_REV_P1,0,512000000,1.263776,6.520688
decompression,GALP,Telco-OFFNET_REV_P1,0,512000000,1.0984,5.917754
decompression,Bitcomp,Telco-OFFNET_REV_P1,1,512000000,8.7992,4.334092
decompression,BitcompSparse,Telco-OFFNET_REV_P1,1,512000000,8.327648,4.336988
decompression,LZ4,Telco-OFFNET_REV_P1,1,512000000,8.246368,5.044469
decompression,zstd,Telco-OFFNET_REV_P1,1,512000000,24.18416,8.285007
decompression,Deflate,Telco-OFFNET_REV_P1,1,512000000,69.686623,4.19327
decompression,GDeflate,Telco-OFFNET_REV_P1,1,512000000,17.589792,4.139622
decompression,Snappy,Telco-OFFNET_REV_P1,1,512000000,12.61744,4.825701
decompression,ALP,CMSprovider-STDEV_MEDICARE_ALLOWED_AMT,0,512000000,1.877056,7.023864
decompression,GALP,CMSprovider-STDEV_MEDICARE_ALLOWED_AMT,0,512000000,1.51376,6.329243
decompression,Bitcomp,CMSprovider-STDEV_MEDICARE_ALLOWED_AMT,1,512000000,9.125088,5.30263
decompression,BitcompSparse,CMSprovider-STDEV_MEDICARE_ALLOWED_AMT,1,512000000,8.428256,6.341137
decompression,LZ4,CMSprovider-STDEV_MEDICARE_ALLOWED_AMT,1,512000000,7.174688,6.570672
decompression,zstd,CMSprovider-STDEV_MEDICARE_ALLOWED_AMT,1,512000000,21.315424,9.728319
decompression,Deflate,CMSprovider-STDEV_MEDICARE_ALLOWED_AMT,1,512000000,67.515999,4.714678
decompression,GDeflate,CMSprovider-STDEV_MEDICARE_ALLOWED_AMT,1,512000000,17.252417,4.647164
decompression,Snappy,CMSprovider-STDEV_MEDICARE_ALLOWED_AMT,1,512000000,7.862336,6.297016
decompression,ALP,Telco-TOTAL_MINS_P6,0,512000000,1.501056,4.951609
decompression,GALP,Telco-TOTAL_MINS_P6,0,512000000,1.142624,4.59602
decompression,Bitcomp,Telco-TOTAL_MINS_P6,1,512000000,8.862848,3.77633
decompression,BitcompSparse,Telco-TOTAL_MINS_P6,1,512000000,8.326336,3.88631
decompression,LZ4,Telco-TOTAL_MINS_P6,1,512000000,7.35712,4.333797
decompression,zstd,Telco-TOTAL_MINS_P6,1,512000000,23.320225,5.542916
decompression,Deflate,Telco-TOTAL_MINS_P6,1,512000000,69.399071,3.444947
decompression,GDeflate,Telco-TOTAL_MINS_P6,1,512000000,17.806881,3.408637
decompression,Snappy,Telco-TOTAL_MINS_P6,1,512000000,9.221536,3.846751
decompression,ALP,Telco-TOTAL_MINS_P2,0,512000000,1.414784,5.199825
decompression,GALP,Telco-TOTAL_MINS_P2,0,512000000,1.116864,4.809099
decompression,Bitcomp,Telco-TOTAL_MINS_P2,1,512000000,8.732224,3.775097
decompression,BitcompSparse,Telco-TOTAL_MINS_P2,1,512000000,8.331872,3.883027
decompression,LZ4,Telco-TOTAL_MINS_P2,1,512000000,7.423424,4.331311
decompression,zstd,Telco-TOTAL_MINS_P2,1,512000000,24.606432,5.544338
decompression,Deflate,Telco-TOTAL_MINS_P2,1,512000000,69.294014,3.442666
decompression,GDeflate,Telco-TOTAL_MINS_P2,1,512000000,17.603041,3.406423
decompression,Snappy,Telco-TOTAL_MINS_P2,1,512000000,9.068608,3.846423
decompression,ALP,Telco-FREE_MINS_P3,0,512000000,1.52352,8.164438
decompression,GALP,Telco-FREE_MINS_P3,0,512000000,1.138048,7.240741
decompression,Bitcomp,Telco-FREE_MINS_P3,1,512000000,9.033248,5.629008
